STATE,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,TOTAL ELECTORS
West Bengal,BARASAT,SUBRATA DUTTA,0,INC,FEMALE,0,57,GENERAL,Graduate,"Rs 3,36,01,000
 ~ 3 Crore+","Rs 0
 ~",1718252
West Bengal,BARASAT,HARIPADA BISWAS,0,AIFB,MALE,0,61,SC,12th Pass,"Rs 1,18,90,602
 ~ 1 Crore+","Rs 0
 ~",1718252
West Bengal,BARASAT,MRINAL KANTI DEBNATH,0,BJP,MALE,0,68,GENERAL,Graduate Professional,"Rs 49,49,682
 ~ 49 Lacs+","Rs 33,70,182
 ~ 33 Lacs+",1718252
Bihar,JAMUI (SC),SUBHASH PASWAN,0,IND,MALE,0,51,SC,Graduate,"Rs 17,70,000
 ~ 17 Lacs+","Rs 0
 ~",1718814
Bihar,JAMUI (SC),CHIRAG KUMAR PASWAN,1,LJP,MALE,1,37,SC,Graduate Professional,"Rs 1,84,66,066
 ~ 1 Crore+","Rs 0
 ~",1718814
Bihar,JAMUI (SC),BHUDEO CHOUDHARY,0,BLSP,MALE,3,56,SC,Graduate,"Rs 1,77,23,000
 ~ 1 Crore+","Rs 15,00,000
 ~ 15 Lacs+",1718814
Bihar,JAMUI (SC),VISHNU PRIYA,0,BMUP,FEMALE,0,32,SC,Graduate,"Rs 88,10,000
 ~ 88 Lacs+","Rs 0
 ~",1718814
Bihar,JAMUI (SC),VIRENDRA KUMAR,0,IND,MALE,0,60,SC,Graduate,"Rs 2,15,37,694
 ~ 2 Crore+","Rs 5,55,000
 ~ 5 Lacs+",1718814
Bihar,JAMUI (SC),UPENDRA RAVIDAS,0,BSP,MALE,Not Available,40,SC,Not Available,Not Available,Not Available,1718814
Uttar Pradesh,FATEHPUR SIKRI,SHREEBHAGWAN SHARMA,0,BSP,MALE,6,44,GENERAL,10th Pass,"Rs 1,37,18,806
 ~ 1 Crore+","Rs 0
 ~",1718837
Uttar Pradesh,FATEHPUR SIKRI,RAJ BABBAR,0,INC,MALE,4,68,GENERAL,Graduate,"Rs 18,28,61,705
 ~ 18 Crore+","Rs 1,22,94,927
 ~ 1 Crore+",1718837
Uttar Pradesh,FATEHPUR SIKRI,RAJKUMAR CHAHAR,1,BJP,MALE,3,52,GENERAL,Graduate,"Rs 1,48,54,247
 ~ 1 Crore+","Rs 3,56,404
 ~ 3 Lacs+",1718837
West Bengal,DIAMOND HARBOUR,ABHISHEK BANERJEE,1,AITC,MALE,0,31,GENERAL,Graduate,"Rs 1,37,94,320
 ~ 1 Crore+","Rs 0
 ~",1719190
West Bengal,DIAMOND HARBOUR,DR. FUAD HALIM,0,CPI(M),MALE,0,48,GENERAL,Graduate Professional,"Rs 3,60,20,256
 ~ 3 Crore+","Rs 0
 ~",1719190
West Bengal,DIAMOND HARBOUR,SOUMYA AICH ROY,0,INC,MALE,0,49,GENERAL,Post Graduate,"Rs 1,25,34,000
 ~ 1 Crore+","Rs 5,00,000
 ~ 5 Lacs+",1719190
West Bengal,DIAMOND HARBOUR,NILANJAN ROY,0,BJP,MALE,4,43,GENERAL,Post Graduate,"Rs 45,59,455
 ~ 45 Lacs+","Rs 9,35,601
 ~ 9 Lacs+",1719190
Maharashtra,NANDED,BHINGE YASHPAL NARSINGRAO,0,VBA,MALE,0,42,GENERAL,Doctorate,"Rs 88,17,999
 ~ 88 Lacs+","Rs 20,50,000
 ~ 20 Lacs+",1719322
Maharashtra,NANDED,ASHOK SHANKARRAO CHAVAN,0,INC,MALE,3,60,GENERAL,Post Graduate,"Rs 50,00,37,964
 ~ 50 Crore+","Rs 4,85,25,290
 ~ 4 Crore+",1719322
Maharashtra,NANDED,PRATAPRAO PATIL CHIKHALIKAR,1,BJP,MALE,0,57,GENERAL,12th Pass,"Rs 5,21,78,606
 ~ 5 Crore+","Rs 5,94,000
 ~ 5 Lacs+",1719322
Uttar Pradesh,MAINPURI,MULAYAM SINGH YADAV,1,SP,MALE,1,79,GENERAL,Post Graduate,"Rs 20,56,04,593
 ~ 20 Crore+","Rs 2,20,55,657
 ~ 2 Crore+",1723236
Uttar Pradesh,MAINPURI,PREM SINGH SHAKYA,0,BJP,MALE,0,60,GENERAL,Others,"Rs 2,61,46,972
 ~ 2 Crore+","Rs 0
 ~",1723236
Uttar Pradesh,ROBERTSGANJ,BHAI LAL,0,SP,MALE,1,67,SC,10th Pass,"Rs 2,08,13,273
 ~ 2 Crore+","Rs 6,40,631
 ~ 6 Lacs+",1723538
Uttar Pradesh,ROBERTSGANJ,ANUJ KUMAR KANAUJIA,0,BLRP,MALE,0,28,SC,Post Graduate,"Rs 16,96,772
 ~ 16 Lacs+","Rs 0
 ~",1723538
Uttar Pradesh,ROBERTSGANJ,S R DARAPURI,0,AIPF,MALE,0,64,SC,Graduate,"Rs 1,27,13,261
 ~ 1 Crore+","Rs 1,05,801
 ~ 1 Lacs+",1723538
Uttar Pradesh,ROBERTSGANJ,PAKAURI LAL KOL,1,ADAL,MALE,0,66,SC,Literate,"Rs 2,30,48,078
 ~ 2 Crore+","Rs 6,84,133
 ~ 6 Lacs+",1723538
Uttar Pradesh,ROBERTSGANJ,ASHOK KUMAR KANAUJIYA,0,CPI(M),MALE,0,55,SC,Graduate Professional,"Rs 29,25,000
 ~ 29 Lacs+","Rs 0
 ~",1723538
Uttar Pradesh,ROBERTSGANJ,BHAGWATI PRASAD CHAUDHARI,0,INC,MALE,0,64,SC,Graduate Professional,"Rs 2,61,46,670
 ~ 2 Crore+","Rs 41,05,250
 ~ 41 Lacs+",1723538
Karnataka,DAKSHINA KANNADA,MOHAMMED ELIYAS,0,SDPI,MALE,1,57,GENERAL,12th Pass,"Rs 5,01,640
 ~ 5 Lacs+","Rs 0
 ~",1724976
Karnataka,DAKSHINA KANNADA,MITHUN M RAI,0,INC,MALE,1,34,GENERAL,Graduate,"Rs 3,29,63,608
 ~ 3 Crore+","Rs 1,48,04,098
 ~ 1 Crore+",1724976
Karnataka,DAKSHINA KANNADA,NALIN KUMAR KATEEL,1,BJP,MALE,4,52,GENERAL,10th Pass,"Rs 1,46,78,300
 ~ 1 Crore+","Rs 44,50,945
 ~ 44 Lacs+",1724976
West Bengal,MURSHIDABAD,ABU TAHER KHAN,1,AITC,MALE,3,57,GENERAL,8th Pass,"Rs 89,26,616
 ~ 89 Lacs+","Rs 13,50,000
 ~ 13 Lacs+",1725187
West Bengal,MURSHIDABAD,BADARUDDOZA KHAN,0,CPI(M),MALE,0,64,GENERAL,Graduate,"Rs 48,93,387
 ~ 48 Lacs+","Rs 42,492
 ~ 42 Thou+",1725187
West Bengal,MURSHIDABAD,"ABU HENA, S/O - LATE ABDUS SATTAR",0,INC,MALE,0,69,GENERAL,Post Graduate,"Rs 80,21,988
 ~ 80 Lacs+","Rs 0
 ~",1725187
West Bengal,MURSHIDABAD,HUMAYUN KABIR,0,BJP,MALE,10,56,GENERAL,12th Pass,"Rs 3,63,08,374
 ~ 3 Crore+","Rs 49,00,000
 ~ 49 Lacs+",1725187
Karnataka,DHARWAD,VINAY KULKARNI,0,INC,MALE,0,52,GENERAL,12th Pass,"Rs 19,78,60,927
 ~ 19 Crore+","Rs 0
 ~",1727311
Karnataka,DHARWAD,PRALHAD JOSHI,1,BJP,MALE,1,56,GENERAL,Graduate,"Rs 11,13,84,447
 ~ 11 Crore+","Rs 5,17,36,254
 ~ 5 Crore+",1727311
West Bengal,KOLKATA DAKSHIN,MALA ROY,1,AITC,FEMALE,3,61,GENERAL,Graduate,"Rs 1,03,08,401
 ~ 1 Crore+","Rs 0
 ~",1728851
West Bengal,KOLKATA DAKSHIN,NANDINI MUKHERJEE,0,CPI(M),FEMALE,0,53,GENERAL,Graduate Professional,"Rs 1,25,30,997
 ~ 1 Crore+","Rs 38,62,405
 ~ 38 Lacs+",1728851
West Bengal,KOLKATA DAKSHIN,MITA CHAKRABORTY,0,INC,FEMALE,0,44,GENERAL,Graduate Professional,"Rs 44,75,11,958
 ~ 44 Crore+","Rs 18,78,53,701
 ~ 18 Crore+",1728851
West Bengal,KOLKATA DAKSHIN,CHANDRA KUMAR BOSE,0,BJP,MALE,1,58,GENERAL,Post Graduate,"Rs 1,35,91,332
 ~ 1 Crore+","Rs 8,31,824
 ~ 8 Lacs+",1728851
Uttar Pradesh,BAHRAICH,SHABBIR BALMIKI,0,SP,MALE,1,60,SC,12th Pass,"Rs 1,11,62,030
 ~ 1 Crore+","Rs 0
 ~",1729908
Uttar Pradesh,BAHRAICH,SAVITRI BAI PHULE,0,INC,FEMALE,7,38,SC,Graduate,"Rs 30,46,772
 ~ 30 Lacs+","Rs 0
 ~",1729908
Uttar Pradesh,BAHRAICH,AKSHAIBAR LAL,1,BJP,MALE,0,73,SC,10th Pass,"Rs 4,56,91,463
 ~ 4 Crore+","Rs 30,28,133
 ~ 30 Lacs+",1729908
Rajasthan,DAUSA,DWARKA PRASAD MAHESHWARA,0,BSP,MALE,0,36,ST,Post Graduate,"Rs 1,000
 ~ 1 Thou+","Rs 0
 ~",1730289
Rajasthan,DAUSA,SAVITA MEENA,0,INC,FEMALE,0,54,ST,12th Pass,"Rs 11,11,23,791
 ~ 11 Crore+","Rs 14,32,480
 ~ 14 Lacs+",1730289
Rajasthan,DAUSA,JASKAUR MEENA,1,BJP,FEMALE,0,71,ST,Post Graduate,"Rs 14,37,42,564
 ~ 14 Crore+","Rs 58,25,431
 ~ 58 Lacs+",1730289
Bihar,MUZAFFARPUR,RAJ BHUSHAN CHOUDHARY,0,VSIP,MALE,0,41,GENERAL,Post Graduate,"Rs 7,16,00,000
 ~ 7 Crore+","Rs 1,41,00,000
 ~ 1 Crore+",1730553
Bihar,MUZAFFARPUR,SUKHDEO PRASAD,0,VPI,MALE,0,70,GENERAL,12th Pass,"Rs 20,25,238
 ~ 20 Lacs+","Rs 3,00,000
 ~ 3 Lacs+",1730553
Bihar,MUZAFFARPUR,AJAY NISHAD,1,BJP,MALE,1,50,GENERAL,Graduate,"Rs 29,88,67,486
 ~ 29 Crore+","Rs 1,57,14,320
 ~ 1 Crore+",1730553
Bihar,MUZAFFARPUR,SUDHIR KUMAR JHA,0,YKP,MALE,0,40,GENERAL,Graduate,"Rs 86,78,000
 ~ 86 Lacs+","Rs 3,80,000
 ~ 3 Lacs+",1730553
Maharashtra,MUMBAI NORTH WEST,GAJANAN KIRTIKAR,1,SHS,MALE,0,75,GENERAL,Graduate,"Rs 10,53,92,000
 ~ 10 Crore+","Rs 40,32,000
 ~ 40 Lacs+",1732263
Maharashtra,MUMBAI NORTH WEST,SURESH SUNDAR SHETTY,0,VBA,MALE,0,46,GENERAL,8th Pass,"Rs 9,54,52,500
 ~ 9 Crore+","Rs 43,42,000
 ~ 43 Lacs+",1732263
Maharashtra,MUMBAI NORTH WEST,SANJAY NIRUPAM,0,INC,MALE,11,54,GENERAL,Graduate,"Rs 12,20,93,505
 ~ 12 Crore+","Rs 83,99,569
 ~ 83 Lacs+",1732263
Maharashtra,DINDORI,DHANRAJ HARIBHAU MAHALE,0,NCP,MALE,1,44,ST,12th Pass,"Rs 1,19,89,452
 ~ 1 Crore+","Rs 1,25,18,538
 ~ 1 Crore+",1732936
Maharashtra,DINDORI,BAPU KELU BARDE,0,VBA,MALE,0,53,ST,10th Pass,"Rs 33,60,369
 ~ 33 Lacs+","Rs 2,20,000
 ~ 2 Lacs+",1732936
Maharashtra,DINDORI,GAVIT JEEVA PANDU,0,CPI(M),MALE,7,70,ST,Graduate,"Rs 2,22,28,892
 ~ 2 Crore+","Rs 6,83,365
 ~ 6 Lacs+",1732936
Maharashtra,DINDORI,DR. BHARATI PRAVIN PAWAR,1,BJP,FEMALE,0,40,ST,Graduate Professional,"Rs 12,28,85,349
 ~ 12 Crore+","Rs 14,49,572
 ~ 14 Lacs+",1732936
West Bengal,BARDHAMAN DURGAPUR,DR. MAMTAZ SANGHAMITA,0,AITC,FEMALE,0,73,GENERAL,Post Graduate,"Rs 13,66,80,993
 ~ 13 Crore+","Rs 0
 ~",1733578
West Bengal,BARDHAMAN DURGAPUR,ABHAS RAY CHAUDHURI,0,CPI(M),MALE,2,50,GENERAL,Post Graduate,"Rs 42,67,888
 ~ 42 Lacs+","Rs 0
 ~",1733578
West Bengal,BARDHAMAN DURGAPUR,RANAJIT MUKHERJEE,0,INC,MALE,0,39,GENERAL,Others,"Rs 1,66,62,068
 ~ 1 Crore+","Rs 89,517
 ~ 89 Thou+",1733578
West Bengal,BARDHAMAN DURGAPUR,S.S AHLUWALIA,1,BJP,MALE,0,67,GENERAL,Graduate Professional,"Rs 2,65,21,750
 ~ 2 Crore+","Rs 7,44,076
 ~ 7 Lacs+",1733578
Maharashtra,HINGOLI,HEMANT PATIL,1,SHS,MALE,0,48,GENERAL,Graduate,"Rs 1,85,94,458
 ~ 1 Crore+","Rs 12,99,983
 ~ 12 Lacs+",1733729
Maharashtra,HINGOLI,WANKHEDE SUBHASHRAO BAPURAO,0,INC,MALE,1,56,GENERAL,10th Pass,"Rs 9,94,63,540
 ~ 9 Crore+","Rs 80,59,000
 ~ 80 Lacs+",1733729
Maharashtra,HINGOLI,MOHAN FATTUSING RATHOD,0,VBA,MALE,0,60,GENERAL,Post Graduate,"Rs 1,10,50,000
 ~ 1 Crore+","Rs 8,00,000
 ~ 8 Lacs+",1733729
Maharashtra,HINGOLI,SANDESH RAMCHANDRA CHAVAN,0,IND,MALE,0,44,GENERAL,Post Graduate,"Rs 1,07,000
 ~ 1 Lacs+","Rs 0
 ~",1733729
Chhattisgarh,RAIGARH,INNOCENT KUJUR,0,BSP,MALE,0,58,ST,Graduate,"Rs 76,97,000
 ~ 76 Lacs+","Rs 14,75,000
 ~ 14 Lacs+",1733805
Chhattisgarh,RAIGARH,LALJEET SINGH RATHIA,0,INC,MALE,1,42,ST,Post Graduate,"Rs 72,54,977
 ~ 72 Lacs+","Rs 20,80,854
 ~ 20 Lacs+",1733805
Chhattisgarh,RAIGARH,GOMATI SAI,1,BJP,FEMALE,0,43,ST,12th Pass,"Rs 70,43,539
 ~ 70 Lacs+","Rs 0
 ~",1733805
Assam,KALIABOR,SRI JITEN GOGOI,0,IND,MALE,1,57,GENERAL,8th Pass,"Rs 9,03,03,570
 ~ 9 Crore+","Rs 11,00,000
 ~ 11 Lacs+",1734938
Assam,KALIABOR,MONI MADHAB MAHANTA,0,AGP,MALE,0,41,GENERAL,Post Graduate,"Rs 27,50,757
 ~ 27 Lacs+","Rs 0
 ~",1734938
Assam,KALIABOR,GAURAV GOGOI,1,INC,MALE,0,36,GENERAL,Post Graduate,"Rs 1,37,27,834
 ~ 1 Crore+","Rs 12,50,000
 ~ 12 Lacs+",1734938
West Bengal,JALPAIGURI,BIJOY CHANDRA BARMAN,0,AITC,MALE,0,62,SC,Post Graduate,"Rs 1,46,12,159
 ~ 1 Crore+","Rs 0
 ~",1735464
West Bengal,JALPAIGURI,BHAGIRATH CHANDRA ROY,0,CPI(M),MALE,0,62,SC,Post Graduate,"Rs 3,08,18,307
 ~ 3 Crore+","Rs 0
 ~",1735464
West Bengal,JALPAIGURI,MANI KUMAR DARNAL,0,INC,MALE,0,61,SC,12th Pass,"Rs 70,11,294
 ~ 70 Lacs+","Rs 3,00,000
 ~ 3 Lacs+",1735464
West Bengal,JALPAIGURI,DR. JAYANTA KUMAR ROY,1,BJP,MALE,0,51,SC,Graduate Professional,"Rs 1,16,25,047
 ~ 1 Crore+","Rs 13,52,581
 ~ 13 Lacs+",1735464
Bihar,VAISHALI,ABHA RAI,0,IND,FEMALE,0,26,GENERAL,8th Pass,"Rs 53,96,670
 ~ 53 Lacs+","Rs 6,80,000
 ~ 6 Lacs+",1735983
Bihar,VAISHALI,ISMOHAMAD ALIAS MD. MUNNA,0,IND,MALE,0,36,GENERAL,Graduate,"Rs 15,95,000
 ~ 15 Lacs+","Rs 0
 ~",1735983
Bihar,VAISHALI,VEENA DEVI (W/O DINESH PRASAD SINGH),1,LJP,FEMALE,2,48,GENERAL,10th Pass,"Rs 33,72,84,632
 ~ 33 Crore+","Rs 11,20,89,220
 ~ 11 Crore+",1735983
Bihar,VAISHALI,PANKAJ KUMAR,0,IND,MALE,1,46,GENERAL,Graduate Professional,"Rs 2,50,76,000
 ~ 2 Crore+","Rs 2,00,000
 ~ 2 Lacs+",1735983
Bihar,VAISHALI,RINKOO DEVI,0,IND,FEMALE,Not Available,37,GENERAL,Not Available,Not Available,Not Available,1735983
Bihar,VAISHALI,SHANKAR MAHTO,0,BSP,MALE,4,46,GENERAL,12th Pass,"Rs 70,73,515
 ~ 70 Lacs+","Rs 1,04,766
 ~ 1 Lacs+",1735983
Bihar,VAISHALI,RAGHUVANSH PRASAD SINGH,0,RJD,MALE,2,72,GENERAL,Doctorate,"Rs 78,57,367
 ~ 78 Lacs+","Rs 9,84,703
 ~ 9 Lacs+",1735983
Karnataka,KOPPAL,K.RAJASHEKAR BASAVARAJ HITNAL,0,INC,MALE,0,38,GENERAL,12th Pass,"Rs 8,49,22,164
 ~ 8 Crore+","Rs 3,84,12,374
 ~ 3 Crore+",1736693
Karnataka,KOPPAL,KARADI SANGANNA AMARAPPA,1,BJP,MALE,1,64,GENERAL,10th Pass,"Rs 2,87,25,791
 ~ 2 Crore+","Rs 2,24,75,333
 ~ 2 Crore+",1736693
Haryana,ROHTAK,PRADEEP KUMAR DESWAL,0,JNJP,MALE,3,32,GENERAL,Post Graduate,"Rs 51,50,821
 ~ 51 Lacs+","Rs 0
 ~",1737133
Haryana,ROHTAK,KISHAN LAL PANCHAL,0,BSP,MALE,0,51,GENERAL,5th Pass,"Rs 1,06,38,347
 ~ 1 Crore+","Rs 0
 ~",1737133
Haryana,ROHTAK,DEEPENDER SINGH HOODA,0,INC,MALE,0,41,GENERAL,Post Graduate,"Rs 44,72,55,719
 ~ 44 Crore+","Rs 2,18,46,800
 ~ 2 Crore+",1737133
Haryana,ROHTAK,ARVIND KUMAR SHARMA,1,BJP,MALE,0,56,GENERAL,Post Graduate,"Rs 4,10,79,284
 ~ 4 Crore+","Rs 1,67,78,090
 ~ 1 Crore+",1737133
Madhya Pradesh,BETUL,ASHOK BHALAVI,0,BSP,MALE,0,44,ST,Literate,"Rs 6,82,000
 ~ 6 Lacs+","Rs 0
 ~",1737437
Madhya Pradesh,BETUL,RAMU TEKAM (ADVOCATE),0,INC,MALE,0,31,ST,Graduate Professional,"Rs 1,13,554
 ~ 1 Lacs+","Rs 0
 ~",1737437
Madhya Pradesh,BETUL,DURGA DAS (D.D.) UIKEY,1,BJP,MALE,0,55,ST,Post Graduate,"Rs 1,54,13,532
 ~ 1 Crore+","Rs 8,75,803
 ~ 8 Lacs+",1737437
Uttar Pradesh,SAHARANPUR,HAJI FAZLUR REHMAN,1,BSP,MALE,0,67,GENERAL,Graduate,"Rs 4,61,46,135
 ~ 4 Crore+","Rs 60,000
 ~ 60 Thou+",1739082
Uttar Pradesh,SAHARANPUR,IMRAN MASOOD,0,INC,MALE,8,48,GENERAL,12th Pass,"Rs 5,05,97,337
 ~ 5 Crore+","Rs 0
 ~",1739082
Uttar Pradesh,SAHARANPUR,RAGHAV LAKHANPAL,0,BJP,MALE,2,44,GENERAL,Post Graduate,"Rs 4,75,43,994
 ~ 4 Crore+","Rs 0
 ~",1739082
Punjab,PATIALA,NEENA MITTAL,0,AAP,FEMALE,0,47,GENERAL,Graduate,"Rs 6,50,98,945
 ~ 6 Crore+","Rs 1,78,76,777
 ~ 1 Crore+",1739600
Punjab,PATIALA,PRENEET KAUR,1,INC,FEMALE,0,74,GENERAL,Graduate,"Rs 63,59,73,757
 ~ 63 Crore+","Rs 4,24,53,369
 ~ 4 Crore+",1739600
Punjab,PATIALA,DHARAM VIRA GANDHI,0,NAWPP,MALE,0,68,GENERAL,Post Graduate,"Rs 4,49,84,048
 ~ 4 Crore+","Rs 1,10,000
 ~ 1 Lacs+",1739600
Punjab,PATIALA,SURJIT SINGH RAKHRA,0,SAD,MALE,1,68,GENERAL,Graduate,"Rs 18,43,75,011
 ~ 18 Crore+","Rs 67,09,821
 ~ 67 Lacs+",1739600
Madhya Pradesh,VIDISHA,GEETAWALI ER. P.S. AHIRWAR,0,BSP,FEMALE,0,51,SC,Graduate,"Rs 4,01,24,085
 ~ 4 Crore+","Rs 0
 ~",1741604
Madhya Pradesh,VIDISHA,SHAILENDRA RAMESHCHANDRA PATEL,0,INC,MALE,0,43,GENERAL,Post Graduate,"Rs 13,05,23,815
 ~ 13 Crore+","Rs 16,77,179
 ~ 16 Lacs+",1741604
Madhya Pradesh,VIDISHA,RAMAKANT BHARGAVA,1,BJP,MALE,0,65,GENERAL,12th Pass,"Rs 3,00,32,282
 ~ 3 Crore+","Rs 33,32,012
 ~ 33 Lacs+",1741604
Bihar,AURANGABAD,DHIRENDRA KUMAR SINGH,0,IND,MALE,0,62,GENERAL,Graduate,"Rs 83,89,250
 ~ 83 Lacs+","Rs 0
 ~",1742883
Bihar,AURANGABAD,SANTOSH KUMAR SINHA,0,IND,MALE,0,43,GENERAL,Graduate,"Rs 12,75,000
 ~ 12 Lacs+","Rs 0
 ~",1742883
Bihar,AURANGABAD,YOGENDRA RAM,0,IND,MALE,0,58,SC,Literate,"Rs 1,55,000
 ~ 1 Lacs+","Rs 0
 ~",1742883
Bihar,AURANGABAD,DR DHARMENDRA KUMAR,0,AHFBK,MALE,1,42,ST,Graduate,"Rs 60,06,600
 ~ 60 Lacs+","Rs 0
 ~",1742883
Bihar,AURANGABAD,NARESH YADAV,1,BSP,MALE,5,34,GENERAL,Literate,"Rs 1,26,74,177
 ~ 1 Crore+","Rs 8,24,000
 ~ 8 Lacs+",1742883
Bihar,AURANGABAD,SUSHIL KUMAR SINGH,1,BJP,MALE,3,53,GENERAL,Post Graduate,"Rs 16,78,95,109
 ~ 16 Crore+","Rs 37,46,607
 ~ 37 Lacs+",1742883
Bihar,AURANGABAD,AVINASH KUMAR,0,PPID,MALE,0,35,GENERAL,Post Graduate,"Rs 37,17,856
 ~ 37 Lacs+","Rs 0
 ~",1742883
Bihar,AURANGABAD,UPENDRA PRASAD,0,HAMS,MALE,0,55,GENERAL,Post Graduate,"Rs 2,03,94,370
 ~ 2 Crore+","Rs 4,71,998
 ~ 4 Lacs+",1742883
Bihar,AURANGABAD,SOM PRAKASH,0,SPL,MALE,0,46,GENERAL,Graduate,"Rs 14,37,80,000
 ~ 14 Crore+","Rs 0
 ~",1742883
Maharashtra,WARDHA,AGRAWAL SHAILESHKUMAR PREMKISHORJI,0,BSP,MALE,1,37,GENERAL,Post Graduate,"Rs 13,51,49,000
 ~ 13 Crore+","Rs 20,98,380
 ~ 20 Lacs+",1743283
Maharashtra,WARDHA,CHARULATA RAO TOKAS,0,INC,FEMALE,0,53,GENERAL,Graduate Professional,"Rs 13,61,23,032
 ~ 13 Crore+","Rs 0
 ~",1743283
Maharashtra,WARDHA,RAMDAS CHANDRABHANJI TADAS,1,BJP,MALE,0,65,GENERAL,10th Pass,"Rs 6,58,07,822
 ~ 6 Crore+","Rs 89,61,387
 ~ 89 Lacs+",1743283
Maharashtra,WARDHA,DHANRAJ KOTHIRAMJI WANJARI,0,VBA,MALE,1,63,GENERAL,Post Graduate,"Rs 9,76,29,000
 ~ 9 Crore+","Rs 0
 ~",1743283
Uttar Pradesh,AMETHI,RAHUL GANDHI,0,INC,MALE,6,48,GENERAL,Post Graduate,"Rs 15,88,77,063
 ~ 15 Crore+","Rs 72,01,904
 ~ 72 Lacs+",1743515
Uttar Pradesh,AMETHI,SMRITI IRANI,1,BJP,FEMALE,0,43,GENERAL,12th Pass,"Rs 11,10,99,609
 ~ 11 Crore+","Rs 0
 ~",1743515
Gujarat,KACHCHH,NARESH NARANBHAI MAHESHWARI,0,INC,MALE,0,52,SC,Graduate,"Rs 38,13,627
 ~ 38 Lacs+","Rs 1,44,294
 ~ 1 Lacs+",1744321
Gujarat,KACHCHH,CHAVDA VINOD LAKHAMSHI,1,BJP,MALE,0,40,SC,Post Graduate,"Rs 3,35,08,455
 ~ 3 Crore+","Rs 1,24,58,607
 ~ 1 Crore+",1744321
Odisha,BOLANGIR,DINESH NAG,0,APoI,MALE,0,49,SC,Graduate Professional,"Rs 18,19,971
 ~ 18 Lacs+","Rs 10,50,000
 ~ 10 Lacs+",1744446
Odisha,BOLANGIR,KALIKESH NARAYAN SINGH DEO,0,BJD,MALE,0,45,GENERAL,Graduate,"Rs 20,48,95,169
 ~ 20 Crore+","Rs 1,33,42,386
 ~ 1 Crore+",1744446
Odisha,BOLANGIR,SAMARENDRA MISHRA,0,INC,MALE,0,45,GENERAL,Post Graduate,"Rs 2,67,71,555
 ~ 2 Crore+","Rs 36,73,500
 ~ 36 Lacs+",1744446
Odisha,BOLANGIR,SANGEETA KUMARI SINGH DEO,1,BJP,FEMALE,0,57,GENERAL,Graduate,"Rs 37,95,90,851
 ~ 37 Crore+","Rs 75,00,000
 ~ 75 Lacs+",1744446
Gujarat,PANCHMAHAL,KHANT VECHATBHAI KUBERBHAI,0,INC,MALE,2,68,GENERAL,8th Pass,"Rs 3,34,36,760
 ~ 3 Crore+","Rs 6,00,000
 ~ 6 Lacs+",1744762
Gujarat,PANCHMAHAL,RATANSINH MAGANSINH RATHOD,1,BJP,MALE,0,59,GENERAL,Graduate Professional,"Rs 1,02,60,663
 ~ 1 Crore+","Rs 10,81,611
 ~ 10 Lacs+",1744762
Uttar Pradesh,HAMIRPUR,DILIP KUMAR SINGH,0,BSP,MALE,0,42,GENERAL,Graduate,"Rs 16,17,87,422
 ~ 16 Crore+","Rs 2,20,26,230
 ~ 2 Crore+",1749100
Uttar Pradesh,HAMIRPUR,PRITAM SINGH LODHI KISAAN,0,INC,MALE,0,64,GENERAL,Post Graduate,"Rs 2,84,24,501
 ~ 2 Crore+","Rs 1,54,60,966
 ~ 1 Crore+",1749100
Uttar Pradesh,HAMIRPUR,KUNWAR PUSHPENDRA SINGH CHANDEL,1,BJP,MALE,4,45,GENERAL,Post Graduate,"Rs 16,71,59,924
 ~ 16 Crore+","Rs 3,55,02,582
 ~ 3 Crore+",1749100
Uttar Pradesh,HAMIRPUR,SANJAY KUMAR SAHU,0,IND,MALE,1,43,GENERAL,Graduate,"Rs 12,37,46,239
 ~ 12 Crore+","Rs 1,20,41,195
 ~ 1 Crore+",1749100
Uttar Pradesh,BANSGAON,SADAL PRASAD,0,BSP,MALE,0,62,SC,Post Graduate,"Rs 87,02,160
 ~ 87 Lacs+","Rs 0
 ~",1751258
Uttar Pradesh,BANSGAON,KAMLESH PASWAN,1,BJP,MALE,5,42,SC,Graduate,"Rs 17,17,06,883
 ~ 17 Crore+","Rs 60,49,264
 ~ 60 Lacs+",1751258
Karnataka,BELLARY,V. S. UGRAPPA,0,INC,MALE,0,65,ST,Graduate Professional,"Rs 10,82,17,325
 ~ 10 Crore+","Rs 2,22,31,164
 ~ 2 Crore+",1751734
Karnataka,BELLARY,Y. DEVENDRAPPA,1,BJP,MALE,0,67,ST,5th Pass,"Rs 4,01,07,878
 ~ 4 Crore+","Rs 2,50,000
 ~ 2 Lacs+",1751734
Uttar Pradesh,LALGANJ,SANGEETA AZAD,1,BSP,FEMALE,0,44,SC,Graduate Professional,"Rs 8,84,51,770
 ~ 8 Crore+","Rs 0
 ~",1751980
Uttar Pradesh,LALGANJ,PANKAJ MOHAN SONKAR,0,INC,MALE,3,29,SC,Graduate,"Rs 46,15,570
 ~ 46 Lacs+","Rs 17,43,219
 ~ 17 Lacs+",1751980
Uttar Pradesh,LALGANJ,NEELAM SONKER,0,BJP,FEMALE,1,43,SC,Post Graduate,"Rs 4,66,88,371
 ~ 4 Crore+","Rs 45,50,000
 ~ 45 Lacs+",1751980
